Crime ID,Date & Time,Latitude,Longitude,Crime Type,Severity,Police Station Jurisdiction,Weather,Population Density,Proximity to Landmark (meters),Time of Day,Day of the Week,Holiday/Non-Holiday,Recurring Crime Location,Victim Age Group,Suspect Age Group,Weapon Involved,Arrest Made,Criminal Record Found,Number of Victims,Emergency Response Time (minutes),Crime Recorded by CCTV,Witnesses Present,Area Type,Economic Status of Area,Traffic Density,Nearby Facilities,Reporting Time (minutes)
246,1/5/2025 1:26,19.0674,77.4867,Theft,Medium,Porterberg,Cloudy,23642,1361,Morning,Sunday,Holiday,TRUE,41-60,41-60,FALSE,FALSE,TRUE,2,20,TRUE,10,Suburban,High-income,Medium,Park,51
247,1/14/2025 9:52,27.9558,79.4223,Robbery,High,New Amy,Rainy,23512,1584,Evening,Friday,Holiday,TRUE,41-60,41-60,TRUE,TRUE,FALSE,1,15,FALSE,10,Rural,Low-income,High,Hospital,25
248,1/18/2025 4:43,21.0612,72.9348,Theft,High,Port Sarahfort,Rainy,6036,656,Night,Monday,Non-Holiday,TRUE,41-60,60+,FALSE,TRUE,FALSE,2,8,FALSE,0,Urban,Low-income,Medium,Hospital,2
249,1/3/2025 17:11,27.7893,79.2396,Assault,Low,East Theodoretown,Rainy,20842,1600,Evening,Sunday,Non-Holiday,TRUE,18-25,26-40,TRUE,TRUE,FALSE,4,27,TRUE,0,Suburban,Low-income,High,Hospital,56
250,1/16/2025 14:12,19.9578,75.735,Robbery,Low,West Kristina,Cloudy,15239,146,Evening,Saturday,Holiday,FALSE,26-40,26-40,FALSE,FALSE,FALSE,4,26,TRUE,4,Urban,Low-income,Medium,School,1
251,1/13/2025 12:23,29.5413,76.477,Robbery,Low,Wileymouth,Cloudy,16479,1225,Evening,Wednesday,Holiday,FALSE,26-40,26-40,TRUE,FALSE,FALSE,5,19,TRUE,2,Urban,Middle-income,High,School,7
252,1/13/2025 5:07,23.2196,72.689,Vandalism,Low,Johnnyport,Cloudy,24533,1925,Night,Friday,Non-Holiday,FALSE,41-60,26-40,TRUE,FALSE,TRUE,1,30,FALSE,1,Suburban,Middle-income,High,Park,31
253,1/15/2025 9:39,21.5486,73.7904,Burglary,Medium,Lake Bruce,Rainy,17847,475,Evening,Sunday,Non-Holiday,FALSE,60+,18-25,TRUE,FALSE,TRUE,3,20,FALSE,2,Suburban,Middle-income,High,Hospital,9
254,1/15/2025 3:24,24.5874,75.2455,Fraud,Low,Carrolltown,Rainy,23223,1430,Morning,Sunday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,TRUE,4,17,TRUE,5,Urban,High-income,High,Park,51
255,1/5/2025 6:10,29.7823,76.5377,Theft,High,Emmafurt,Cloudy,12738,454,Morning,Saturday,Non-Holiday,TRUE,60+,41-60,TRUE,FALSE,TRUE,3,17,TRUE,9,Urban,High-income,High,Park,21
256,1/16/2025 1:15,24.4372,77.2813,Robbery,Low,Michelleside,Clear,24030,1949,Morning,Sunday,Holiday,TRUE,60+,41-60,FALSE,FALSE,TRUE,2,26,FALSE,4,Rural,High-income,Medium,Park,46
257,1/11/2025 13:23,29.8084,74.7541,Robbery,High,Wilsonshire,Clear,21725,927,Afternoon,Sunday,Non-Holiday,TRUE,41-60,18-25,TRUE,FALSE,TRUE,3,5,TRUE,6,Rural,High-income,Medium,Train Station,46
258,1/16/2025 17:20,23.2107,75.0525,Burglary,Low,Everettview,Cloudy,10682,1072,Afternoon,Tuesday,Non-Holiday,FALSE,60+,26-40,FALSE,TRUE,TRUE,1,7,TRUE,2,Rural,Middle-income,High,Park,9
259,1/9/2025 4:50,19.9313,77.1379,Vandalism,Medium,Hallborough,Cloudy,24805,971,Afternoon,Thursday,Non-Holiday,FALSE,60+,41-60,TRUE,TRUE,FALSE,5,5,FALSE,3,Rural,High-income,Medium,Park,60
260,1/5/2025 0:12,25.0078,74.9358,Robbery,High,Jerometon,Rainy,17077,331,Night,Saturday,Holiday,TRUE,41-60,60+,TRUE,TRUE,TRUE,4,25,TRUE,10,Rural,High-income,High,Train Station,40
261,1/1/2025 14:29,19.5805,74.7484,Robbery,Medium,New Sara,Rainy,21798,1955,Night,Friday,Non-Holiday,FALSE,41-60,41-60,FALSE,TRUE,TRUE,5,28,FALSE,9,Suburban,Low-income,High,Park,38
262,1/19/2025 8:23,20.8599,72.413,Theft,High,Lake Donna,Cloudy,5894,687,Night,Monday,Holiday,TRUE,41-60,41-60,TRUE,FALSE,FALSE,3,5,TRUE,9,Urban,High-income,High,Mall,43
263,1/7/2025 23:41,23.9132,78.4627,Theft,High,Robertsfort,Clear,20889,470,Morning,Wednesday,Holiday,TRUE,26-40,60+,FALSE,FALSE,TRUE,4,28,TRUE,3,Rural,High-income,Medium,School,42
264,1/10/2025 22:14,21.9084,78.5562,Robbery,Low,Annton,Rainy,18066,1075,Evening,Thursday,Holiday,FALSE,60+,60+,FALSE,TRUE,FALSE,1,14,FALSE,6,Rural,Middle-income,High,School,7
265,1/16/2025 9:56,29.0948,77.0994,Vandalism,High,Briannachester,Cloudy,13932,786,Evening,Wednesday,Holiday,FALSE,60+,60+,TRUE,TRUE,FALSE,2,15,TRUE,10,Urban,Low-income,Low,Park,7
266,1/15/2025 7:54,24.7779,77.484,Theft,Low,East Crystalborough,Cloudy,14283,615,Afternoon,Monday,Holiday,TRUE,18-25,26-40,TRUE,TRUE,TRUE,5,9,FALSE,10,Rural,High-income,Low,School,45
267,1/10/2025 10:19,21.0269,74.3565,Fraud,Low,Port Amanda,Cloudy,19858,1989,Evening,Sunday,Non-Holiday,FALSE,41-60,26-40,TRUE,FALSE,TRUE,4,17,FALSE,0,Suburban,Middle-income,Low,Park,5
268,1/1/2025 20:58,24.4089,79.4287,Burglary,Medium,Port Patriciatown,Clear,21123,322,Afternoon,Friday,Non-Holiday,TRUE,18-25,60+,FALSE,TRUE,TRUE,1,7,FALSE,7,Urban,Middle-income,Low,School,60
269,1/5/2025 8:25,19.4162,75.1239,Assault,High,Dodsontown,Rainy,17823,1276,Morning,Friday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,TRUE,4,27,FALSE,1,Rural,High-income,Medium,Train Station,44
270,1/17/2025 15:11,22.3311,72.4416,Fraud,Low,Port Gerald,Rainy,22518,1847,Evening,Monday,Non-Holiday,FALSE,26-40,26-40,TRUE,FALSE,TRUE,3,27,FALSE,1,Rural,High-income,Medium,Park,6
271,1/5/2025 11:29,28.7374,75.5039,Assault,Low,Williambury,Clear,11327,151,Afternoon,Thursday,Non-Holiday,TRUE,41-60,60+,FALSE,TRUE,TRUE,3,6,FALSE,0,Suburban,Low-income,Low,Hospital,30
272,1/11/2025 11:01,29.341,78.9616,Burglary,Low,Gibsontown,Cloudy,23984,577,Morning,Monday,Holiday,FALSE,18-25,60+,TRUE,TRUE,TRUE,1,10,TRUE,4,Urban,Middle-income,High,Mall,54
273,1/3/2025 20:13,25.5015,78.5424,Robbery,Low,Troyburgh,Rainy,24496,1736,Afternoon,Monday,Holiday,FALSE,41-60,60+,FALSE,TRUE,TRUE,3,30,TRUE,0,Rural,Low-income,Medium,School,8
274,1/11/2025 22:26,22.0128,78.0604,Assault,High,East Jennifer,Rainy,23134,437,Night,Tuesday,Holiday,TRUE,18-25,60+,TRUE,TRUE,FALSE,1,5,TRUE,2,Urban,High-income,High,Hospital,57
275,1/9/2025 18:04,22.121,77.548,Vandalism,High,Brandonland,Clear,11755,393,Evening,Friday,Non-Holiday,FALSE,26-40,26-40,TRUE,TRUE,FALSE,5,7,FALSE,5,Suburban,Low-income,High,Mall,13
276,1/1/2025 16:48,20.2926,76.2416,Robbery,High,North Davidshire,Rainy,22685,1139,Afternoon,Thursday,Holiday,FALSE,18-25,26-40,TRUE,TRUE,FALSE,4,10,TRUE,10,Urban,Low-income,High,Train Station,19
277,1/2/2025 19:49,21.3055,74.0111,Burglary,Medium,Port Karenland,Clear,8421,1616,Morning,Friday,Holiday,TRUE,18-25,60+,TRUE,TRUE,TRUE,4,23,FALSE,6,Urban,High-income,High,Train Station,15
278,1/6/2025 8:38,27.5687,74.6091,Robbery,Low,Boltonview,Cloudy,18519,1881,Afternoon,Thursday,Holiday,TRUE,60+,60+,TRUE,FALSE,TRUE,2,24,FALSE,2,Suburban,Middle-income,Low,Park,47
279,1/10/2025 4:24,21.1357,74.8687,Theft,Low,Garrisonmouth,Rainy,9168,165,Morning,Wednesday,Holiday,TRUE,60+,60+,FALSE,TRUE,FALSE,2,14,TRUE,10,Rural,Low-income,High,Hospital,55
280,1/18/2025 6:08,21.5267,75.2936,Burglary,Medium,West Melissa,Clear,24384,1069,Night,Wednesday,Holiday,FALSE,26-40,26-40,FALSE,FALSE,TRUE,5,9,TRUE,6,Urban,Low-income,Medium,Hospital,3
281,1/15/2025 6:49,23.6827,75.1546,Fraud,Low,Dannyfurt,Rainy,21229,592,Morning,Friday,Holiday,FALSE,26-40,26-40,FALSE,FALSE,TRUE,1,5,FALSE,10,Suburban,Low-income,High,Park,55
282,1/11/2025 0:04,25.2742,76.6693,Vandalism,Medium,Penachester,Clear,18282,478,Evening,Saturday,Non-Holiday,TRUE,18-25,60+,FALSE,TRUE,FALSE,4,29,FALSE,9,Rural,High-income,Low,School,40
283,1/17/2025 1:07,28.6893,77.8861,Robbery,High,Thomasbury,Cloudy,16927,1918,Morning,Monday,Non-Holiday,FALSE,60+,18-25,FALSE,FALSE,TRUE,5,27,TRUE,8,Rural,Low-income,Low,Train Station,16
284,1/18/2025 1:56,24.936,77.1923,Fraud,High,South Stephen,Cloudy,11874,1642,Afternoon,Wednesday,Non-Holiday,FALSE,60+,41-60,TRUE,TRUE,FALSE,3,19,FALSE,8,Rural,Low-income,Medium,Hospital,44
285,1/12/2025 5:06,28.0792,79.1956,Vandalism,High,Port Kennethton,Rainy,7150,485,Night,Monday,Holiday,FALSE,26-40,41-60,TRUE,TRUE,TRUE,3,8,TRUE,7,Urban,Low-income,High,School,19
286,1/6/2025 18:41,23.5819,77.4592,Assault,Medium,South Amymouth,Rainy,18766,1009,Morning,Wednesday,Holiday,TRUE,18-25,26-40,FALSE,FALSE,FALSE,3,20,FALSE,7,Suburban,High-income,Low,Train Station,11
287,1/10/2025 0:16,27.6819,73.8143,Theft,Medium,Orrville,Clear,9860,823,Evening,Thursday,Holiday,TRUE,41-60,26-40,TRUE,TRUE,TRUE,2,8,TRUE,5,Rural,Low-income,Medium,Train Station,24
288,1/10/2025 20:58,21.0295,76.4999,Robbery,High,South Brentstad,Rainy,16267,402,Evening,Thursday,Holiday,FALSE,18-25,18-25,FALSE,FALSE,TRUE,4,15,TRUE,0,Rural,High-income,High,Train Station,42
289,1/9/2025 11:19,26.76,75.7913,Theft,High,New Stephanieside,Cloudy,9819,1737,Night,Wednesday,Holiday,FALSE,18-25,26-40,TRUE,FALSE,TRUE,4,24,TRUE,7,Suburban,Low-income,Medium,School,39
290,1/6/2025 1:42,26.0544,76.6675,Assault,Medium,Williamsside,Clear,5738,271,Night,Saturday,Holiday,FALSE,26-40,60+,FALSE,TRUE,FALSE,4,9,FALSE,5,Suburban,Middle-income,Low,Train Station,23
291,1/14/2025 2:16,22.8649,79.8202,Burglary,Low,Ryanland,Clear,19556,1618,Night,Sunday,Non-Holiday,FALSE,26-40,60+,FALSE,TRUE,TRUE,2,11,FALSE,7,Rural,Middle-income,Low,Hospital,49
292,1/1/2025 5:55,23.1335,72.053,Fraud,Medium,Smithport,Rainy,10730,1238,Night,Saturday,Holiday,TRUE,26-40,60+,FALSE,FALSE,TRUE,3,23,FALSE,7,Rural,High-income,Medium,Mall,2
293,1/2/2025 6:15,27.7034,73.2322,Theft,High,New Elizabethmouth,Cloudy,20484,354,Evening,Thursday,Holiday,FALSE,26-40,18-25,TRUE,FALSE,FALSE,1,24,FALSE,9,Suburban,High-income,Medium,Train Station,41
294,1/16/2025 7:11,26.545,79.7941,Robbery,Medium,Port Wesley,Cloudy,23850,135,Evening,Tuesday,Holiday,TRUE,41-60,60+,TRUE,FALSE,TRUE,1,13,FALSE,6,Rural,Middle-income,Low,Train Station,19
295,1/12/2025 21:37,24.8257,79.4905,Burglary,Low,Lake Michaelton,Cloudy,11004,1666,Morning,Friday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,TRUE,5,23,FALSE,2,Urban,Low-income,High,Train Station,24
296,1/6/2025 0:23,27.5669,75.296,Assault,Low,North Beth,Clear,10064,1130,Afternoon,Sunday,Holiday,TRUE,60+,60+,TRUE,TRUE,TRUE,1,20,FALSE,4,Rural,Middle-income,Low,Park,57
297,1/10/2025 19:29,29.8634,76.185,Theft,Low,West David,Cloudy,14983,158,Morning,Tuesday,Holiday,TRUE,26-40,41-60,TRUE,TRUE,TRUE,1,18,TRUE,1,Urban,Middle-income,Medium,School,13
298,1/7/2025 2:00,20.186,78.3444,Burglary,High,Paulborough,Clear,20370,343,Evening,Monday,Holiday,FALSE,18-25,18-25,TRUE,TRUE,TRUE,2,26,FALSE,0,Urban,Low-income,High,Train Station,38
299,1/18/2025 18:52,22.8262,73.2845,Burglary,High,Nancyport,Cloudy,12924,1134,Morning,Monday,Holiday,TRUE,26-40,41-60,TRUE,TRUE,TRUE,2,21,FALSE,5,Rural,High-income,Low,Park,44
300,1/6/2025 12:02,29.5352,73.4468,Theft,Medium,North Robinfort,Rainy,12021,1153,Afternoon,Thursday,Holiday,FALSE,18-25,60+,TRUE,TRUE,FALSE,3,27,FALSE,8,Rural,Low-income,Low,Train Station,32
301,1/17/2025 13:38,20.2729,74.2689,Burglary,High,West Jeffrey,Rainy,19547,562,Night,Wednesday,Non-Holiday,TRUE,18-25,60+,FALSE,TRUE,TRUE,4,26,TRUE,6,Suburban,High-income,High,School,8
302,1/7/2025 5:52,20.577,75.205,Burglary,Low,Murphyhaven,Cloudy,10528,232,Evening,Tuesday,Non-Holiday,TRUE,60+,18-25,TRUE,FALSE,FALSE,3,29,FALSE,10,Suburban,Middle-income,Medium,Hospital,26
303,1/16/2025 7:00,29.8628,76.0913,Assault,Medium,Lake Kristenberg,Clear,9003,613,Night,Thursday,Holiday,TRUE,18-25,18-25,TRUE,TRUE,FALSE,1,10,FALSE,9,Rural,Middle-income,Low,Train Station,40
304,1/3/2025 14:38,25.8556,78.0814,Fraud,High,North Andrew,Rainy,20270,513,Evening,Saturday,Non-Holiday,FALSE,41-60,41-60,TRUE,TRUE,FALSE,1,17,FALSE,5,Suburban,Middle-income,Medium,School,3
305,1/12/2025 20:55,20.9456,77.2753,Theft,High,Lake Amandatown,Clear,21104,982,Afternoon,Wednesday,Non-Holiday,FALSE,18-25,60+,FALSE,FALSE,TRUE,5,6,FALSE,4,Suburban,High-income,Medium,Hospital,44
306,1/11/2025 9:17,22.8804,79.8223,Theft,Low,North Lisaberg,Clear,24348,192,Afternoon,Sunday,Non-Holiday,FALSE,18-25,41-60,FALSE,TRUE,FALSE,3,16,FALSE,5,Urban,High-income,Low,Mall,16
307,1/10/2025 18:26,26.1289,76.7403,Fraud,Low,West Philipfurt,Rainy,8750,791,Afternoon,Monday,Non-Holiday,TRUE,60+,60+,FALSE,FALSE,TRUE,4,23,TRUE,5,Suburban,High-income,Medium,Train Station,37
308,1/5/2025 9:28,20.075,75.9069,Fraud,High,Friedmanton,Clear,16008,1117,Evening,Tuesday,Non-Holiday,FALSE,60+,26-40,FALSE,TRUE,TRUE,3,13,TRUE,4,Rural,Middle-income,Low,Hospital,48
309,1/13/2025 6:41,29.5374,77.7417,Burglary,Low,Christianfort,Cloudy,16037,659,Morning,Friday,Non-Holiday,FALSE,26-40,41-60,TRUE,FALSE,FALSE,4,26,FALSE,3,Suburban,Middle-income,Medium,Hospital,33
310,1/1/2025 1:02,23.9855,78.1075,Assault,Low,Jamesside,Cloudy,21915,1866,Afternoon,Friday,Non-Holiday,TRUE,60+,41-60,FALSE,TRUE,TRUE,3,19,TRUE,3,Urban,High-income,High,Train Station,55
311,1/17/2025 19:30,23.7893,74.5492,Robbery,High,Adamberg,Clear,18514,646,Evening,Saturday,Holiday,FALSE,26-40,60+,TRUE,TRUE,TRUE,2,5,TRUE,4,Suburban,Middle-income,High,Park,28
312,1/1/2025 22:41,26.1161,72.296,Assault,Medium,Priceshire,Clear,5954,629,Evening,Saturday,Holiday,TRUE,60+,18-25,TRUE,TRUE,FALSE,5,14,TRUE,6,Suburban,High-income,High,School,26
313,1/11/2025 15:38,29.3748,77.7939,Assault,Low,Grayborough,Clear,23709,1604,Morning,Friday,Non-Holiday,FALSE,18-25,26-40,TRUE,FALSE,FALSE,5,28,FALSE,3,Suburban,Low-income,Low,School,12
314,1/13/2025 18:22,21.3552,74.1964,Vandalism,Medium,West Jamesbury,Cloudy,6832,1104,Evening,Saturday,Holiday,FALSE,60+,60+,TRUE,FALSE,TRUE,3,20,FALSE,4,Urban,High-income,High,School,54
315,1/10/2025 16:31,27.1339,78.3915,Robbery,High,New Christine,Cloudy,12853,618,Night,Wednesday,Non-Holiday,TRUE,26-40,60+,FALSE,TRUE,FALSE,3,14,TRUE,3,Suburban,Low-income,Low,Park,41
316,1/7/2025 8:40,22.489,78.498,Fraud,Medium,Port Noahton,Clear,13979,1874,Morning,Sunday,Non-Holiday,FALSE,60+,41-60,FALSE,TRUE,TRUE,3,21,TRUE,5,Suburban,High-income,High,Hospital,48
317,1/4/2025 13:36,22.5945,77.5617,Robbery,High,North Scott,Cloudy,11020,1390,Night,Sunday,Holiday,TRUE,60+,26-40,FALSE,FALSE,TRUE,1,10,TRUE,8,Rural,High-income,Low,Hospital,44
318,1/10/2025 3:06,23.5135,79.5153,Vandalism,Medium,South Benjamin,Cloudy,9374,633,Afternoon,Saturday,Non-Holiday,FALSE,26-40,18-25,FALSE,FALSE,TRUE,4,17,TRUE,0,Urban,High-income,High,Hospital,41
319,1/11/2025 6:16,21.5158,72.7118,Vandalism,Low,East Tina,Rainy,10529,201,Night,Friday,Non-Holiday,FALSE,26-40,18-25,FALSE,TRUE,TRUE,1,27,FALSE,7,Rural,Middle-income,Low,Mall,46
320,1/19/2025 5:10,21.2346,79.5684,Theft,Medium,South Kara,Cloudy,21192,882,Afternoon,Thursday,Holiday,TRUE,41-60,26-40,FALSE,TRUE,FALSE,2,5,FALSE,4,Urban,High-income,Medium,Mall,24
321,1/10/2025 7:36,25.4119,77.1779,Robbery,Low,Lake Jocelyn,Rainy,9364,1884,Evening,Saturday,Non-Holiday,TRUE,60+,60+,FALSE,TRUE,TRUE,5,6,TRUE,5,Urban,Middle-income,Medium,Hospital,43
322,1/10/2025 4:43,29.6393,76.7859,Fraud,Low,Riosland,Clear,13311,1133,Night,Wednesday,Non-Holiday,FALSE,26-40,18-25,TRUE,FALSE,TRUE,5,20,FALSE,7,Urban,Low-income,Medium,Hospital,28
323,1/3/2025 0:21,20.5598,72.9347,Robbery,Low,North Angela,Rainy,14207,1631,Evening,Thursday,Non-Holiday,FALSE,41-60,41-60,FALSE,TRUE,FALSE,4,29,TRUE,8,Rural,High-income,Medium,School,13
324,1/17/2025 3:54,20.6348,73.8389,Robbery,Medium,Wrightton,Rainy,10359,1545,Night,Thursday,Holiday,FALSE,18-25,60+,FALSE,FALSE,FALSE,4,8,TRUE,1,Suburban,Low-income,Low,Train Station,12
325,1/15/2025 20:17,28.1845,77.9995,Theft,High,Masonville,Cloudy,24191,534,Morning,Friday,Holiday,FALSE,18-25,26-40,FALSE,TRUE,FALSE,1,14,TRUE,6,Suburban,High-income,Low,Train Station,10
326,1/16/2025 3:04,19.3176,75.6819,Fraud,High,New Brianchester,Rainy,19878,1386,Evening,Friday,Holiday,FALSE,18-25,60+,FALSE,TRUE,TRUE,1,30,FALSE,5,Urban,High-income,Low,Hospital,39
327,1/8/2025 3:12,23.1953,75.1909,Assault,Low,New James,Rainy,7922,142,Afternoon,Tuesday,Non-Holiday,FALSE,41-60,26-40,TRUE,FALSE,FALSE,4,28,FALSE,10,Rural,Low-income,Medium,School,54
328,1/1/2025 4:13,23.042,73.599,Vandalism,Medium,Conradview,Rainy,13797,1253,Night,Monday,Non-Holiday,FALSE,26-40,60+,FALSE,TRUE,TRUE,5,15,FALSE,10,Urban,High-income,High,Mall,60
329,1/16/2025 22:24,24.4485,77.0365,Burglary,Low,North Todd,Rainy,20342,995,Morning,Sunday,Non-Holiday,FALSE,26-40,26-40,FALSE,TRUE,FALSE,3,23,TRUE,8,Urban,Low-income,High,School,33
330,1/6/2025 21:22,23.674,72.7559,Fraud,High,Katieton,Cloudy,13302,827,Evening,Friday,Holiday,TRUE,18-25,60+,TRUE,TRUE,FALSE,1,7,FALSE,4,Suburban,High-income,High,Park,49
331,1/18/2025 1:21,26.3729,76.9905,Theft,Medium,Michaelville,Clear,11916,479,Morning,Saturday,Non-Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,1,10,FALSE,7,Rural,Middle-income,High,Hospital,47
332,1/15/2025 2:15,24.3539,76.948,Burglary,Medium,Port Kevinchester,Cloudy,17943,1747,Evening,Monday,Holiday,TRUE,18-25,26-40,TRUE,TRUE,TRUE,1,11,FALSE,10,Urban,High-income,Low,Park,54
333,1/18/2025 21:41,25.8867,78.3201,Assault,Low,Lake Cynthiamouth,Rainy,20185,403,Night,Thursday,Holiday,TRUE,26-40,26-40,FALSE,FALSE,FALSE,1,19,TRUE,3,Suburban,High-income,Medium,School,22
334,1/19/2025 23:42,19.0866,77.0433,Fraud,Medium,Peterborough,Rainy,21243,1609,Evening,Monday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,TRUE,4,23,FALSE,8,Urban,Middle-income,High,Park,57
335,1/2/2025 12:28,24.2067,75.9583,Fraud,Medium,East Lacey,Rainy,19294,142,Afternoon,Wednesday,Holiday,FALSE,41-60,60+,TRUE,TRUE,FALSE,5,27,FALSE,2,Suburban,High-income,High,Park,27
336,1/12/2025 20:21,28.1639,77.3849,Fraud,Medium,East Meredith,Rainy,10309,1373,Afternoon,Wednesday,Holiday,FALSE,26-40,26-40,TRUE,TRUE,FALSE,1,30,FALSE,7,Suburban,Low-income,Low,Hospital,4
337,1/7/2025 18:44,29.9919,74.8703,Theft,Medium,Hallstad,Cloudy,10197,457,Morning,Sunday,Holiday,FALSE,60+,18-25,TRUE,TRUE,TRUE,4,13,FALSE,5,Urban,High-income,Medium,Mall,55
338,1/8/2025 1:10,26.5915,76.1231,Fraud,Low,South Nicole,Cloudy,6652,1997,Night,Sunday,Non-Holiday,TRUE,18-25,18-25,TRUE,TRUE,TRUE,1,11,FALSE,2,Rural,Middle-income,High,Park,49
339,1/5/2025 12:37,24.5649,77.8604,Robbery,Low,Port Joshua,Cloudy,16918,785,Afternoon,Monday,Holiday,FALSE,60+,18-25,TRUE,FALSE,FALSE,3,21,TRUE,1,Suburban,Middle-income,High,Park,24
340,1/4/2025 10:16,25.9238,73.9636,Burglary,Medium,New Jennifer,Clear,9521,1742,Night,Thursday,Non-Holiday,FALSE,41-60,18-25,FALSE,TRUE,TRUE,5,7,TRUE,5,Suburban,Middle-income,Low,Park,4
341,1/17/2025 11:45,23.3259,72.2967,Fraud,Low,Troyview,Cloudy,6894,1393,Evening,Thursday,Non-Holiday,FALSE,41-60,41-60,TRUE,FALSE,TRUE,4,19,TRUE,8,Rural,High-income,High,Park,45
342,1/3/2025 19:13,22.7978,78.4946,Fraud,Medium,South Seantown,Clear,14880,272,Morning,Friday,Non-Holiday,FALSE,26-40,41-60,TRUE,TRUE,FALSE,5,15,TRUE,0,Urban,High-income,High,Train Station,16
343,1/5/2025 10:22,28.1545,74.4315,Vandalism,High,Port Kyle,Clear,6964,1823,Evening,Wednesday,Non-Holiday,TRUE,18-25,18-25,FALSE,FALSE,TRUE,4,15,TRUE,9,Rural,High-income,High,Hospital,55
344,1/19/2025 20:38,25.551,74.8027,Theft,High,Lake Mistyville,Cloudy,23768,1477,Afternoon,Saturday,Non-Holiday,TRUE,18-25,41-60,TRUE,FALSE,FALSE,1,9,FALSE,6,Urban,Low-income,Low,Park,57
345,1/7/2025 10:57,20.4307,73.7183,Robbery,Medium,East Tammyfurt,Cloudy,22244,924,Night,Sunday,Non-Holiday,FALSE,60+,60+,FALSE,FALSE,TRUE,2,21,TRUE,7,Rural,Middle-income,Low,Hospital,56
346,1/1/2025 3:47,24.8206,77.5558,Vandalism,Medium,South Emilychester,Clear,10139,1244,Evening,Monday,Non-Holiday,TRUE,18-25,41-60,FALSE,TRUE,TRUE,1,16,FALSE,5,Suburban,Middle-income,Medium,School,51
347,1/19/2025 21:45,20.5716,78.2703,Vandalism,Low,Kellystad,Rainy,14289,541,Afternoon,Sunday,Non-Holiday,TRUE,18-25,41-60,TRUE,TRUE,FALSE,4,23,FALSE,9,Suburban,Middle-income,Medium,Park,54
348,1/13/2025 19:56,26.9204,76.8457,Assault,High,Bellburgh,Cloudy,20103,1659,Night,Saturday,Non-Holiday,TRUE,41-60,18-25,FALSE,FALSE,TRUE,4,15,TRUE,10,Suburban,High-income,Medium,School,56
349,1/15/2025 21:39,20.8218,72.1984,Fraud,High,Hillchester,Rainy,23384,1421,Morning,Saturday,Holiday,TRUE,18-25,26-40,FALSE,TRUE,TRUE,5,10,TRUE,4,Urban,Low-income,High,Hospital,29
350,1/3/2025 22:13,19.9311,76.2684,Theft,Medium,Stephanieton,Cloudy,6474,1106,Morning,Wednesday,Non-Holiday,TRUE,60+,18-25,FALSE,FALSE,FALSE,1,8,TRUE,8,Urban,Middle-income,Low,Mall,17
351,1/13/2025 5:49,27.4514,73.2338,Vandalism,High,South Bobbyton,Clear,6930,1358,Evening,Tuesday,Holiday,TRUE,41-60,60+,TRUE,FALSE,TRUE,4,15,FALSE,6,Urban,Low-income,Low,Mall,49
352,1/12/2025 2:13,25.5671,73.8919,Burglary,High,Judymouth,Rainy,8770,651,Morning,Wednesday,Non-Holiday,FALSE,18-25,60+,TRUE,FALSE,TRUE,1,13,TRUE,3,Rural,High-income,Low,Train Station,37
353,1/18/2025 18:01,23.4742,72.6713,Fraud,High,Port Michael,Clear,9665,864,Afternoon,Sunday,Holiday,FALSE,60+,18-25,TRUE,FALSE,FALSE,2,5,TRUE,7,Suburban,High-income,Medium,Park,23
354,1/6/2025 17:38,28.2668,73.702,Burglary,Medium,West Pamela,Clear,10289,1613,Morning,Wednesday,Holiday,FALSE,18-25,26-40,FALSE,FALSE,TRUE,5,21,FALSE,10,Suburban,High-income,Medium,Park,18
355,1/2/2025 16:57,21.7052,79.8642,Theft,Low,Saraport,Rainy,24644,772,Morning,Saturday,Holiday,TRUE,60+,18-25,TRUE,TRUE,FALSE,5,27,FALSE,6,Rural,Low-income,High,School,35
356,1/5/2025 15:56,19.3404,78.6567,Fraud,Medium,Ramseyville,Cloudy,9044,822,Night,Sunday,Non-Holiday,FALSE,26-40,18-25,TRUE,FALSE,FALSE,2,19,TRUE,3,Rural,Low-income,Medium,Train Station,13
357,1/9/2025 15:34,19.9896,76.9075,Theft,High,South David,Clear,12676,1111,Evening,Monday,Non-Holiday,FALSE,26-40,18-25,TRUE,FALSE,TRUE,3,23,FALSE,2,Rural,Low-income,High,Hospital,44
358,1/1/2025 17:06,26.5062,76.5211,Robbery,High,East Michaelborough,Clear,7131,360,Evening,Friday,Holiday,FALSE,26-40,18-25,FALSE,FALSE,TRUE,4,25,TRUE,5,Suburban,Middle-income,Medium,School,44
359,1/4/2025 17:48,24.7012,75.9646,Burglary,Low,Lake Derek,Cloudy,12357,196,Evening,Thursday,Non-Holiday,FALSE,18-25,60+,TRUE,FALSE,TRUE,5,30,TRUE,3,Rural,Middle-income,Low,Mall,13
360,1/2/2025 6:11,20.8093,74.4864,Fraud,High,Lake Cassandraside,Clear,5913,1082,Night,Sunday,Holiday,FALSE,41-60,26-40,TRUE,FALSE,TRUE,3,6,FALSE,8,Urban,Low-income,High,Hospital,29
